TABLE_DESC_THAI,UNIT1T,NOTE1T,SOURCE_THAI1,COMPILED_BY_THAI1,คุณภาพน้ำทะเล,ชายฝั่งทะเล,ปี,จำนวน
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    นครศรีธรรมราช,2541,"      < 2 - 3,300"
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    นครศรีธรรมราช,2542,"      < 2 - 2,400"
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    นครศรีธรรมราช,2543,"        < 2 - 16,000"
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    นครศรีธรรมราช,2544,         <2 - 500
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    นครศรีธรรมราช,2545,          <2 - 8
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    นครศรีธรรมราช,2546,"<2-1,700"
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    นครศรีธรรมราช,2547,"<2-3,500"
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    นครศรีธรรมราช,2548,< 2 - 240
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    นครศรีธรรมราช,2549,"< 2 - 24,000"
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    นครศรีธรรมราช,2550,"2.0 - 4,000"
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    นครศรีธรรมราช,2551,"1.8 - 1,600"
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    นครศรีธรรมราช,2552,"<1.8 - 5,400"
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    นครศรีธรรมราช,2553,"<1.8-3,500"
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    นครศรีธรรมราช,2554,"5 - 350,000"
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    นครศรีธรรมราช,2555,"<1.8-4,900"
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    นครศรีธรรมราช,2556,"<1.8 - 13,000"
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    นครศรีธรรมราช,2557,<1 - 84
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    นครศรีธรรมราช,2558,"<1.8 - 1,300"
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สงขลา (หาดสมิหลา หาดสทิงพระ),2541,         2 - 17
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สงขลา (หาดสมิหลา หาดสทิงพระ),2542,      < 2 - 350
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สงขลา (หาดสมิหลา หาดสทิงพระ),2543,        < 2 - 500
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สงขลา (หาดสมิหลา หาดสทิงพระ),2544,         <2 - 150
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สงขลา (หาดสมิหลา หาดสทิงพระ),2545,<2
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สงขลา (หาดสมิหลา หาดสทิงพระ),2546,<2-20
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สงขลา (หาดสมิหลา หาดสทิงพระ),2547,<2-43
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สงขลา (หาดสมิหลา หาดสทิงพระ),2548,< 2 - 240
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สงขลา (หาดสมิหลา หาดสทิงพระ),2549,< 2 - 13
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สงขลา (หาดสมิหลา หาดสทิงพระ),2550,2.0 - 4.0
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สงขลา (หาดสมิหลา หาดสทิงพระ),2551,1.8 - 30.0
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สงขลา (หาดสมิหลา หาดสทิงพระ),2552,<1.8 - 540
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สงขลา (หาดสมิหลา หาดสทิงพระ),2553,"<1.8-1,100"
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สงขลา (หาดสมิหลา หาดสทิงพระ),2554,79 - 330
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สงขลา (หาดสมิหลา หาดสทิงพระ),2555,"<1.8 -2,300"
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สงขลา (หาดสมิหลา หาดสทิงพระ),2556,33 - 130
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สงขลา (หาดสมิหลา หาดสทิงพระ),2557,<1
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สงขลา (หาดสมิหลา หาดสทิงพระ),2558,<1.8 - 330
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดป่าตอง,2541,"      < 2 - 3,900"
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดป่าตอง,2542,"      < 2 - 2,400"
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดป่าตอง,2543,"        < 2 - 2,400"
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดป่าตอง,2544,"           7 - 9,000"
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดป่าตอง,2545,          <2 - 2
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดป่าตอง,2546,"<3-4,600"
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดป่าตอง,2547,"15-4,600"
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดป่าตอง,2548,< 2 - 540
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดป่าตอง,2549,"< 2 - 2,400"
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดป่าตอง,2550,"2.0 - 9,000"
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดป่าตอง,2551,"1.8 - 16,000"
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดป่าตอง,2552,"<1.8 - 92,000"
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดป่าตอง,2553,"<1.8-16,000"
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดป่าตอง,2554,"230 - 1,300"
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดป่าตอง,2555,"33-3,300"
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดป่าตอง,2556,"2 - 14,000"
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดป่าตอง,2557,"<1 - 27,500"
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดป่าตอง,2558,"12 - 13,000"
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดกะรน  กะตะ  หาดไนยาง,2541,      < 2 - 920
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดกะรน  กะตะ  หาดไนยาง,2542,"      < 2 - 2,400"
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดกะรน  กะตะ  หาดไนยาง,2543,"        < 2 - 16,000"
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดกะรน  กะตะ  หาดไนยาง,2544,           2 - 23
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดกะรน  กะตะ  หาดไนยาง,2545,          <2 - 23
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดกะรน  กะตะ  หาดไนยาง,2546,"<3-24,000"
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดกะรน  กะตะ  หาดไนยาง,2547,"23-11,000"
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดกะรน  กะตะ  หาดไนยาง,2548,< 2 - 540
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดกะรน  กะตะ  หาดไนยาง,2549,< 2 - 130
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดกะรน  กะตะ  หาดไนยาง,2550,2.0 - 59
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดกะรน  กะตะ  หาดไนยาง,2551,"1.8 - 4,900"
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดกะรน  กะตะ  หาดไนยาง,2552,<1.8 - 11
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดกะรน  กะตะ  หาดไนยาง,2553,"<1.8-9,200"
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดกะรน  กะตะ  หาดไนยาง,2554,230 - 790
