location,คุณภาพน้ำทะเล,ปี,จำนวน,lat,lng
หาดชะอำ,ปริมาณออกซิเจนละลายน้ำมก./ล.,2556,0.13-4.76,12.8031885,99.9874748
หาดชะอำ,ปริมาณออกซิเจนละลายน้ำมก./ล.,2557,5.76 - 6.35,12.8031885,99.9874748
หาดชะอำ,ปริมาณออกซิเจนละลายน้ำมก./ล.,2558,5.45 - 5.91,12.8031885,99.9874748
หาดชะอำ,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2553,<1.8-130,12.8031885,99.9874748
หาดชะอำ,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2554,"130 - 2,300",12.8031885,99.9874748
หาดชะอำ,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2555,13-230,12.8031885,99.9874748
หาดชะอำ,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2552,<1.8 - 180,12.8031885,99.9874748
หาดชะอำ,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2557,<1 - 9,12.8031885,99.9874748
หาดชะอำ,ปริมาณออกซิเจนละลายน้ำมก./ล.,2541,4.3 - 7.1,12.8031885,99.9874748
หาดชะอำ,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2556,<1.8 - 130,12.8031885,99.9874748
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2543,5.8 - 8.3,12.575789,99.9664711
หาดหัวหิน,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2558,"<1.8 - 2,300",12.575789,99.9664711
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2542,6.3 - 7.6,12.575789,99.9664711
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2551,6.55 - 8.50,12.575789,99.9664711
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2552,5.5 - 8.13,12.575789,99.9664711
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2553,2.23-7.00,12.575789,99.9664711
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2554,3.45 - 6.34,12.575789,99.9664711
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2555,5.15-6.68,12.575789,99.9664711
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2556,2.55-6.02,12.575789,99.9664711
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2544,3.5 - 8.1,12.575789,99.9664711
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2545,6.1 - 6.4,12.575789,99.9664711
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2546,6.3-7.1,12.575789,99.9664711
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2547,6.0-7.8,12.575789,99.9664711
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2548,6.2 - 7.3,12.575789,99.9664711
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2549,5.3 - 7.4,12.575789,99.9664711
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2550,5.4 - 6.7,12.575789,99.9664711
หาดหัวหิน,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2541,< 2 - 920,12.575789,99.9664711
หาดหัวหิน,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2542,"2 - 2,400",12.575789,99.9664711
หาดหัวหิน,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2543,"< 2 - 2,400",12.575789,99.9664711
หาดหัวหิน,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2544,2 - 50,12.575789,99.9664711
หาดหัวหิน,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2545,<2 - 34,12.575789,99.9664711
หาดหัวหิน,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2546,"<2-16,000",12.575789,99.9664711
หาดหัวหิน,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2547,"<2-2,400",12.575789,99.9664711
หาดหัวหิน,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2548,< 2 - 2,12.575789,99.9664711
หาดหัวหิน,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2549,"< 2 - 3,100",12.575789,99.9664711
หาดหัวหิน,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2550,"2.0 - 1,600",12.575789,99.9664711
หาดหัวหิน,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2551,"1.8 - 24,000",12.575789,99.9664711
หาดหัวหิน,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2552,"2 - 160,000",12.575789,99.9664711
หาดหัวหิน,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2553,"2-92,000",12.575789,99.9664711
หาดหัวหิน,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2554,"130 - 7,900",12.575789,99.9664711
หาดหัวหิน,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2555,<1.8-490,12.575789,99.9664711
หาดหัวหิน,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2556,"4 - 1,300",12.575789,99.9664711
หาดหัวหิน,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2557,<1 - 77,12.575789,99.9664711
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2541,5.8 - 7.3,12.575789,99.9664711
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2557,4.63 - 6.70,12.575789,99.9664711
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2558,3.77 - 5.88,12.575789,99.9664711
หาดบางแสน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2541,4.7 - 6.8,13.27732,100.949833
หาดบางแสน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2542,7.1 - 8.6,13.27732,100.949833
หาดบางแสน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2544,3.5 - 7.4,13.27732,100.949833
หาดบางแสน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2545,5.2 - 6.2,13.27732,100.949833
หาดบางแสน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2546,6.4-7.4,13.27732,100.949833
หาดบางแสน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2543,6.3 - 6.7,13.27732,100.949833
หาดบางแสน,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2541,"49 - 3,500",13.27732,100.949833
หาดบางแสน,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2542,5 - 79,13.27732,100.949833
หาดบางแสน,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2543,< 2,13.27732,100.949833
หาดบางแสน,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2544,"9 - 1,200",13.27732,100.949833
หาดบางแสน,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2545,<2,13.27732,100.949833
หาดบางแสน,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2546,<2,13.27732,100.949833
หาดบางแสน,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2547,"<2-18,000",13.27732,100.949833
หาดบางแสน,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2548,240 - 540,13.27732,100.949833
หาดบางแสน,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2549,"< 2 - 1,600",13.27732,100.949833
หาดบางแสน,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2550,80 - 500,13.27732,100.949833
หาดบางแสน,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2551,4.5 - 110,13.27732,100.949833
หาดบางแสน,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2552,"94.0 - 7,900",13.27732,100.949833
หาดบางแสน,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2553,17-350,13.27732,100.949833
หาดบางแสน,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2554,"230 - 11,000",13.27732,100.949833
หาดบางแสน,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2555,26-170,13.27732,100.949833
หาดบางแสน,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2556,2 - 49,13.27732,100.949833
หาดบางแสน,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2557,<1 - 71,13.27732,100.949833
หาดบางแสน,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2558,"1.8 - 1,600",13.27732,100.949833
หาดบางแสน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2555,6.09-6.41,13.27732,100.949833
หาดบางแสน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2556,3.45-7.02,13.27732,100.949833
หาดบางแสน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2557,5.90 - 6.50,13.27732,100.949833
หาดบางแสน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2558,5.25 - 7.56,13.27732,100.949833
หาดบางแสน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2550,6.6 - 7.8,13.27732,100.949833
หาดบางแสน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2547,3.9-7.8,13.27732,100.949833
หาดบางแสน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2548,4.6 - 5.7,13.27732,100.949833
หาดบางแสน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2549,6.4 - 7.8,13.27732,100.949833
หาดบางแสน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2554,4.47 - 6.49,13.27732,100.949833
หาดบางแสน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2551,6.3 - 7.02,13.27732,100.949833
หาดบางแสน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2552,6.38 - 6.97,13.27732,100.949833
หาดบางแสน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2553,4.73-8.03,13.27732,100.949833
สุราษฎร์ธานี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2541,"< 2 - 35,000",9.1382389,99.3217483
สุราษฎร์ธานี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2542,"< 2 - 2,400",9.1382389,99.3217483
สุราษฎร์ธานี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2545,<2 - 3000,9.1382389,99.3217483
สุราษฎร์ธานี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2546,"<2-2,200",9.1382389,99.3217483
สุราษฎร์ธานี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2547,"<2-24,000",9.1382389,99.3217483
สุราษฎร์ธานี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2548,"< 2 - 24,000",9.1382389,99.3217483
สุราษฎร์ธานี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2549,"< 2 - 4,900",9.1382389,99.3217483
สุราษฎร์ธานี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2551,"1.8 - 92,000",9.1382389,99.3217483
สุราษฎร์ธานี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2552,"<1.8 - 35,000",9.1382389,99.3217483
สุราษฎร์ธานี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2553,"<1.8-35,000",9.1382389,99.3217483
สุราษฎร์ธานี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2554,"16 - 160,000",9.1382389,99.3217483
สุราษฎร์ธานี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2555,"<1.0-3,300",9.1382389,99.3217483
สุราษฎร์ธานี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2556,"<1.8 - 3,500",9.1382389,99.3217483
สุราษฎร์ธานี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2543,"< 2 - 16,000",9.1382389,99.3217483
สุราษฎร์ธานี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2544,"2 - 5,000",9.1382389,99.3217483
สุราษฎร์ธานี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2541,4.6 - 6.8,9.1382389,99.3217483
สุราษฎร์ธานี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2542,4.6 - 8.4,9.1382389,99.3217483
สุราษฎร์ธานี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2543,3.4 - 8.0,9.1382389,99.3217483
สุราษฎร์ธานี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2544,0.4 - 7.2,9.1382389,99.3217483
สุราษฎร์ธานี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2545,5.8 - 7.4,9.1382389,99.3217483
สุราษฎร์ธานี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2546,5.5-7.6,9.1382389,99.3217483
สุราษฎร์ธานี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2547,4.7-7.6,9.1382389,99.3217483
สุราษฎร์ธานี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2548,7.5 - 8.8,9.1382389,99.3217483
สุราษฎร์ธานี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2549,5.5 - 8.5,9.1382389,99.3217483
สุราษฎร์ธานี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2551,5.22 - 7.89,9.1382389,99.3217483
สุราษฎร์ธานี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2552,5.22 - 7.5,9.1382389,99.3217483
สุราษฎร์ธานี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2553,4.18-9.20,9.1382389,99.3217483
สุราษฎร์ธานี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2554,5.0 - 8.0,9.1382389,99.3217483
สุราษฎร์ธานี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2555,3.80-7.50,9.1382389,99.3217483
สุราษฎร์ธานี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2556,4.18-6.41,9.1382389,99.3217483
สุราษฎร์ธานี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2557,4.93 - 8.74,9.1382389,99.3217483
สุราษฎร์ธานี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2558,3.05 - 7.84,9.1382389,99.3217483
สุราษฎร์ธานี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2557,<1 - 515,9.1382389,99.3217483
สุราษฎร์ธานี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2558,"<1.8 - 5,400",9.1382389,99.3217483
อ่าวชลบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2541,4.0 - 5.0,13.115756,100.9170616
อ่าวชลบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2542,4.8 - 6.8,13.115756,100.9170616
อ่าวชลบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2543,5.6 - 7.9,13.115756,100.9170616
อ่าวชลบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2544,4.6 - 6.2,13.115756,100.9170616
อ่าวชลบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2545,5.4 - 8.0,13.115756,100.9170616
อ่าวชลบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2546,5.5-6.9,13.115756,100.9170616
อ่าวชลบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2547,6.9-9.3,13.115756,100.9170616
อ่าวชลบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2548,5.2 - 6.0,13.115756,100.9170616
อ่าวชลบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2549,5.2 - 8.1,13.115756,100.9170616
อ่าวชลบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2550,5.6 - 6.6,13.115756,100.9170616
อ่าวชลบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2551,4.92 - 6.3,13.115756,100.9170616
อ่าวชลบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2552,1.31 - 7.51,13.115756,100.9170616
อ่าวชลบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2553,1.27-5.36,13.115756,100.9170616
อ่าวชลบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2554,0.12 - 7.70,13.115756,100.9170616
อ่าวชลบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2555,4.40-5.87,13.115756,100.9170616
อ่าวชลบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2556,2.58 - 4.97,13.115756,100.9170616
อ่าวชลบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2557,3.99 - 5.56,13.115756,100.9170616
อ่าวชลบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2558,4.62 - 5.23,13.115756,100.9170616
อ่าวชลบุรี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2548,"350 - 17,000",13.115756,100.9170616
อ่าวชลบุรี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2549,"4 - 2,400",13.115756,100.9170616
อ่าวชลบุรี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2550,"20 - 25,000",13.115756,100.9170616
อ่าวชลบุรี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2551,"4.5 - 49,000",13.115756,100.9170616
อ่าวชลบุรี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2552,"4.5 - 540,000",13.115756,100.9170616
อ่าวชลบุรี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2553,"20->160,000",13.115756,100.9170616
อ่าวชลบุรี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2541,"49 - 160,000",13.115756,100.9170616
อ่าวชลบุรี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2542,"92 - 2,400",13.115756,100.9170616
อ่าวชลบุรี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2543,< 2 - 40,13.115756,100.9170616
อ่าวชลบุรี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2544,"21 - >16,000",13.115756,100.9170616
อ่าวชลบุรี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2545,<2 - 2,13.115756,100.9170616
อ่าวชลบุรี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2546,340-700,13.115756,100.9170616
อ่าวชลบุรี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2547,"15-22,000",13.115756,100.9170616
อ่าวชลบุรี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2556,"4,900 - 22,000",13.115756,100.9170616
อ่าวชลบุรี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2557,<1 - 33,13.115756,100.9170616
อ่าวชลบุรี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2554,"790 - 170,000",13.115756,100.9170616
อ่าวชลบุรี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2555,"330-3,300",13.115756,100.9170616
อ่าวชลบุรี,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2558,"130 - 2,400",13.115756,100.9170616
อ่าวอุดมและแหลมฉบัง,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2558,"7.8 - 160,000",13.113406,100.919082
อ่าวอุดมและแหลมฉบัง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2542,6.5 - 7.6,13.113406,100.919082
อ่าวอุดมและแหลมฉบัง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2543,6.5 - 7.6,13.113406,100.919082
อ่าวอุดมและแหลมฉบัง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2544,2.1 - 6.6,13.113406,100.919082
อ่าวอุดมและแหลมฉบัง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2545,6.4 - 7.0,13.113406,100.919082
อ่าวอุดมและแหลมฉบัง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2546,3.7-6.6,13.113406,100.919082
อ่าวอุดมและแหลมฉบัง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2547,4.6-9.1,13.113406,100.919082
อ่าวอุดมและแหลมฉบัง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2548,7.4 - 8.6,13.113406,100.919082
อ่าวอุดมและแหลมฉบัง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2549,6.0 - 7.5,13.113406,100.919082
อ่าวอุดมและแหลมฉบัง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2550,5.9 - 7.7,13.113406,100.919082
อ่าวอุดมและแหลมฉบัง,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2541,"< 2 - 3,500",13.113406,100.919082
อ่าวอุดมและแหลมฉบัง,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2542,"20 - 5,400",13.113406,100.919082
อ่าวอุดมและแหลมฉบัง,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2543,"< 2 - 5,000",13.113406,100.919082
อ่าวอุดมและแหลมฉบัง,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2544,4 - 900,13.113406,100.919082
อ่าวอุดมและแหลมฉบัง,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2545,<2 - 300,13.113406,100.919082
อ่าวอุดมและแหลมฉบัง,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2546,"<2-1,700",13.113406,100.919082
อ่าวอุดมและแหลมฉบัง,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2547,"<2-24,000",13.113406,100.919082
อ่าวอุดมและแหลมฉบัง,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2548,< 2 - 540,13.113406,100.919082
อ่าวอุดมและแหลมฉบัง,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2549,"< 2 - 330,000",13.113406,100.919082
อ่าวอุดมและแหลมฉบัง,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2550,"2 - 1,600",13.113406,100.919082
อ่าวอุดมและแหลมฉบัง,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2551,"1.8 - 33,000",13.113406,100.919082
อ่าวอุดมและแหลมฉบัง,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2552,"<1.8 - 2,100,000",13.113406,100.919082
อ่าวอุดมและแหลมฉบัง,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2553,"<1.8-35,000",13.113406,100.919082
อ่าวอุดมและแหลมฉบัง,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2554,"230 - 4,900",13.113406,100.919082
อ่าวอุดมและแหลมฉบัง,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2555,23-540,13.113406,100.919082
อ่าวอุดมและแหลมฉบัง,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2556,"1.8 - 54,000",13.113406,100.919082
อ่าวอุดมและแหลมฉบัง,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2557,"<1 - 5,450",13.113406,100.919082
อ่าวอุดมและแหลมฉบัง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2541,4.9 - 6.7,13.113406,100.919082
อ่าวอุดมและแหลมฉบัง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2555,4.54-6.31,13.113406,100.919082
อ่าวอุดมและแหลมฉบัง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2556,3.33-5.99,13.113406,100.919082
อ่าวอุดมและแหลมฉบัง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2557,4.70 - 6.54,13.113406,100.919082
อ่าวอุดมและแหลมฉบัง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2558,3.09 - 5.80,13.113406,100.919082
อ่าวอุดมและแหลมฉบัง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2554,4.86 - 7.22,13.113406,100.919082
อ่าวอุดมและแหลมฉบัง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2551,5.15 - 7.0,13.113406,100.919082
อ่าวอุดมและแหลมฉบัง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2552,4.20 - 7.13,13.113406,100.919082
อ่าวอุดมและแหลมฉบัง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2553,3.27-8.11,13.113406,100.919082
